County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"White County, AR",198.7691602,1,13,23,118,915,1472,173,5,78483
"Moore County, NC",198.71815869999998,6,11,41,124,686,1225,99,5,91587
"Kenton County, KY",198.59634069999998,3,59,153,109,1110,2879,255,29,163145
"Warren County, KY",198.5300329,6,51,81,98,838,2824,202,11,118370
"Ventura County, CA",198.18489319999998,21,100,617,926,3113,11404,1404,128,839620
"Walsh County, ND",198.1268012,0,5,0,17,30,170,16,1,11104
"Stoddard County, MO",198.11954330000003,1,3,5,50,174,443,42,7,29780
"Miami County, KS",197.9594944,0,20,0,45,154,489,37,14,32835
"Wilson County, KS",197.693575,0,2,1,15,65,159,9,2,9105
"Beaver County, OK",197.6284585,0,1,0,10,25,50,4,0,5566
"Linn County, IA",197.120924,4,63,101,258,1288,4262,305,43,216111
"Archuleta County, CO",196.8181073,0,3,1,20,65,125,8,3,12194
"Pinal County, AZ",196.481315,13,67,114,570,2207,6811,587,71,389350
"Mahaska County, IA",196.27960919999998,0,4,1,39,121,218,11,4,22417
"Grays Harbor County, WA",195.5598075,4,20,37,77,649,1479,143,10,71078
"Washington County, PA",195.4794771,5,49,91,261,731,2748,140,38,208206
"Ness County, KS",195.2489424,0,1,0,5,5,18,5,0,3073
"Mineral County, NV",195.0585176,0,0,0,9,20,32,6,0,4614
"Bremer County, IA",194.9317739,2,3,1,42,51,142,4,0,24624
"Gilchrist County, FL",194.90874730000002,0,0,1,32,94,137,16,0,16931
"Tuolumne County, CA",194.89920930000002,0,15,16,74,468,637,85,25,53874
"Otsego County, MI",194.78635669999997,0,20,2,25,87,334,20,2,24129
"Muskingum County, OH",194.7648156,3,35,55,74,647,2349,123,19,85231
"Herkimer County, NY",194.76168959999998,2,10,3,110,268,883,30,6,64181
"Sussex County, VA",194.7502117,1,2,5,15,39,103,13,4,11810
"Logan County, AR",194.7287383,0,11,1,31,196,271,33,1,22082
"Cherokee County, NC",194.72407969999998,3,4,3,43,298,469,36,7,27218
"Northampton County, PA",194.46881330000002,9,46,196,332,961,4586,192,21,299791
"Skagit County, WA",194.383904,2,36,46,147,1239,3406,248,27,118837
"Berrien County, GA",194.2461151,0,4,8,25,149,274,11,1,19048
"Austin County, TX",194.1276389,1,7,5,43,142,322,27,1,28847
"Clark County, KY",193.7440332,4,14,20,30,316,917,56,6,35614
"Cherokee County, OK",193.68140449999999,0,6,6,81,265,657,58,4,48017
"Guadalupe County, TX",193.4587207,2,67,31,177,601,2271,127,10,143183
"Cleburne County, AL",193.4106976,0,1,2,25,88,178,8,2,14994
"Fannin County, TX",193.11328319999998,4,18,3,40,180,366,25,2,33659
"Braxton County, WV",193.076817,0,2,2,24,39,109,14,1,14502
"Cumberland County, VA",193.06981000000002,0,0,0,19,22,61,14,1,9841
"Edgefield County, SC",192.91874719999998,2,6,7,36,147,337,37,3,26436
"Macon County, GA",192.7332429,1,0,5,21,103,477,20,0,14009
"Wright County, IA",192.7227875,0,4,1,20,37,111,6,1,12972
"Coosa County, AL",192.6959075,0,2,2,17,74,138,12,2,10898
"Pickens County, GA",192.6717144,2,0,0,55,134,468,23,0,29584
"Cooper County, MO",192.66730890000002,1,1,2,30,109,324,16,1,17647
"Ross County, OH",192.5298421,0,24,35,91,1006,2812,111,10,77910
"Juneau County, WI",192.11210309999998,0,8,1,42,106,337,14,0,26547
"Queen Anne's County, MD",191.68538859999998,1,2,8,82,169,625,29,7,48517
"Dodge County, MN",191.6556096,0,5,2,32,52,211,12,0,20349
"Refugio County, TX",191.6495551,0,1,2,11,22,75,3,1,7305
"Hamilton County, KS",191.64430819999998,0,4,0,1,3,16,0,0,2609
"Roscommon County, MI",191.5549263,0,16,2,28,130,389,16,3,24014
"Davidson County, NC",191.5310244,0,15,84,214,1361,2450,173,27,163420
"Dukes County, MA",191.2378303,0,0,3,30,67,326,25,2,17256
"Marion County, MS",190.9854851,1,9,12,28,255,307,21,5,26180
"Caribou County, ID",190.95182140000003,0,1,0,12,10,23,1,0,6808
"Rabun County, GA",190.9454881,1,0,1,29,136,201,17,0,16235
"Hillsdale County, MI",190.88523030000002,0,18,2,68,180,471,15,6,46101
"Calhoun County, AR",190.8032818,2,1,0,7,12,26,2,0,5241
"Redwood County, MN",190.5487805,0,9,1,20,44,169,8,2,15744
"Franklin County, VT",190.4998551,0,8,17,67,320,755,75,1,48294
"Howard County, MD",190.4261606,5,34,178,363,1186,4934,313,64,304580
"Columbia County, AR",190.3658335,0,3,5,38,388,318,31,1,24164
"Pierce County, WI",190.35532990000002,2,4,4,68,138,572,24,7,40976
"Cattaraugus County, NY",190.1333469,1,18,17,114,432,1452,34,9,78892
"Accomack County, VA",190.0567153,2,9,15,37,179,423,21,41,33148
"Brown County, SD",189.93853380000002,0,23,1,48,99,411,30,3,37907
"Rains County, TX",189.7876186,0,7,0,14,53,122,10,0,11065
"Marin County, CA",189.65417140000002,0,30,156,304,1253,3254,584,42,258365
"Winnebago County, WI",189.3347332,0,28,24,269,675,2622,90,3,169541
"Koochiching County, MN",189.30789040000002,0,7,0,18,71,198,19,0,13206
"Butte County, ID",189.2505678,0,0,0,5,0,1,0,0,2642
"Floyd County, IN",188.8673207,4,24,39,77,504,2119,212,5,76244
"Falls County, TX",188.6468873,1,4,4,24,70,86,2,2,17493
"Lincoln County, NE",188.62167490000002,0,22,8,38,151,1055,48,9,36051
"Sampson County, NC",188.6204209,6,6,27,82,883,892,89,5,64150
"Crane County, TX",188.5606537,0,1,0,8,13,33,1,0,4773
"Dawson County, TX",188.26937,0,11,2,13,86,205,25,0,13810
"Warren County, NY",188.2547408,1,18,9,95,170,1100,25,14,65337
"Hettinger County, ND",187.9699248,0,0,1,4,3,7,4,1,2660
"Cass County, MO",187.79622619999998,1,23,21,144,346,1735,104,11,100641
"Sawyer County, WI",187.73087869999998,0,4,1,26,164,236,12,1,16513
"Natrona County, WY",187.7168933,3,7,12,130,474,1739,133,23,80973
"Okmulgee County, OK",187.6362899,1,4,7,62,268,630,72,14,39438
"Franklin County, MO",187.59330559999998,3,11,21,156,445,2032,111,4,101816
"Wheatland County, MT",187.4414246,0,0,0,4,1,2,1,1,2134
"Moody County, SD",187.38288569999997,0,4,0,8,10,73,4,1,6404
"Lawrence County, OH",187.3475782,1,13,20,81,388,1000,77,6,61917
"Haskell County, TX",187.2340426,0,0,0,11,30,46,4,0,5875
"Monroe County, IA",187.21917119999998,0,1,0,14,33,97,5,1,8012
"White County, GA",187.0705472,2,6,2,42,212,426,28,0,27797
"Churchill County, NV",187.00910109999998,1,2,6,36,153,385,39,1,24063
"Bonneville County, ID",186.9471804,0,41,15,145,423,1875,96,8,107517
"Gallatin County, MT",186.8665541,1,55,10,111,240,1877,86,41,94720
"Campbell County, KY",186.83782480000002,3,40,73,54,743,2284,143,22,90988
"Marshall County, AL",186.7876741,1,23,29,124,800,1648,127,8,94760
"Van Zandt County, TX",186.7342467,4,1,8,86,334,598,96,1,52481
"Erie County, OH",186.7241742,6,13,35,89,577,1743,47,9,76048
"Blanco County, TX",186.5149678,0,1,0,19,48,76,5,0,10723
"Floyd County, IA",186.4280388,0,4,1,25,39,134,8,2,16092
"Coos County, OR",186.2496387,1,5,15,94,410,1534,88,4,62282
"Menard County, TX",186.21973930000001,0,0,0,4,2,0,0,1,2148
"Gooding County, ID",185.67639259999999,0,5,1,22,133,104,12,3,15080
"McIntosh County, OK",185.4291709,1,9,1,27,126,282,35,3,20493
"Montcalm County, MI",185.40527690000002,1,38,7,71,339,925,40,10,63105
"Lafourche Parish, LA",185.2976601,4,2,31,143,700,1685,77,2,97141
"Carroll County, NH",185.2670583,0,18,12,58,250,808,45,10,47499
"Placer County, CA",185.130231,2,50,140,488,1601,4696,578,37,367309
"Norfolk County, MA",185.0823347,4,94,280,895,2155,7010,464,39,687802
"Box Elder County, UT",185.0612277,0,17,7,70,188,939,37,9,50794
"Coryell County, TX",185.0587988,3,14,25,99,397,819,21,21,76192
"St. Tammany Parish, LA",184.8695803,9,36,39,364,1003,3879,227,14,242333
"Montgomery County, MD",184.719434,14,106,878,880,2690,13679,1073,239,1016677
"Sandusky County, OH",184.6983261,0,5,16,90,353,1146,26,1,60098
"Taos County, NM",184.65264109999998,2,6,7,46,171,338,5,1,33035
"Mecklenburg County, VA",184.560555,0,10,12,36,226,462,39,14,31426
"Valdez-Cordova Census Area, AK",184.36955849999998,0,0,0,18,11,135,10,0,9763
"Henry County, GA",184.248418,5,39,123,222,1609,3945,444,16,211128
"Cameron County, PA",184.1997544,0,4,2,3,45,52,2,2,4886
"Lee County, NC",184.1834534,4,5,39,63,418,961,83,7,60266
"Cherokee County, IA",184.1774801,0,2,0,20,28,74,5,1,11945
"Lincoln County, CO",184.16206259999998,0,0,0,9,12,49,4,0,5430
"Perquimans County, NC",183.810014,2,2,7,14,119,101,8,1,13601
"Stafford County, KS",183.5283322,0,1,0,7,27,37,5,1,4359
"Adams County, NE",183.4862385,0,24,10,24,196,810,44,2,31610
"Lampasas County, TX",182.9690436,0,11,2,24,87,303,5,5,20222
"Bee County, TX",182.93240649999998,2,3,5,50,82,271,24,2,32799
"Routt County, CO",182.8775571,1,8,4,30,55,296,26,3,23513
"Scott County, AR",182.64840180000002,0,4,1,15,118,211,13,1,10950
"Carroll County, MD",182.61679119999997,3,19,47,237,690,1953,84,18,167564
"Beauregard Parish, LA",182.48679740000003,0,3,2,61,43,147,0,0,36167
"Whiteside County, IL",182.4278541,0,24,8,73,248,1129,41,1,57557
"Ward County, ND",182.3797617,0,25,6,93,127,718,117,7,67990
"Sevier County, UT",182.2367159,0,9,1,28,81,450,34,3,20852
"Fairbanks North Star Borough, AK",182.20558369999998,3,29,39,112,148,1283,118,5,100436
"Alpena County, MI",182.18693069999998,1,12,1,39,125,429,7,5,29091
"La Plata County, CO",182.04339009999998,2,9,8,79,148,647,34,7,53284
"Nassau County, NY",182.0069726,28,72,1091,1270,2754,13200,1004,90,1352146
"Union County, IL",181.99397150000001,1,0,0,31,40,192,5,0,17583
"Lake County, OH",181.8521951,1,54,102,261,637,3194,132,19,229857
"Otero County, CO",181.7890178,0,7,3,24,98,203,10,2,18703
"Jefferson County, NY",181.58388,1,14,25,176,464,2101,155,19,119504
"Lycoming County, PA",181.5783613,2,27,81,102,515,1925,78,25,116754
"Mountrail County, ND",181.31399319999997,4,0,0,13,25,78,27,4,9376
"Walworth County, SD",181.02824040000002,0,2,1,7,10,67,6,0,5524
"Marshall County, IL",181.0252613,0,2,1,19,48,55,2,2,12153
"Mohave County, AZ",180.7614638,12,31,57,267,1790,4842,444,20,203030
"Menominee County, MI",180.74061619999998,0,14,2,27,158,379,12,1,23791
"Upson County, GA",180.6820748,1,6,16,25,269,617,20,1,26566
"Hamilton County, TX",180.5054152,0,2,2,11,59,59,5,1,8310
"Phillips County, KS",180.5054152,0,0,0,10,7,17,1,0,5540
"Clay County, TN",180.0874711,0,0,0,14,42,46,10,0,7774
"Morgan County, GA",179.96738090000002,0,3,9,20,104,280,25,4,17781
"Stanly County, NC",179.7641626,0,11,22,76,537,929,51,17,60635
"Rogers County, OK",179.68644719999998,0,32,11,117,313,745,105,16,89044
"Teton County, WY",179.62996230000002,0,4,1,35,28,203,6,0,22268
"Johnston County, NC",179.2467143,0,28,54,237,1508,2582,153,9,177967
"Burke County, NC",179.2034906,3,7,40,111,943,1318,95,5,89842
"Macoupin County, IL",179.18088740000002,0,7,1,76,141,455,16,6,46880
"Cayuga County, NY",178.66804230000002,1,13,22,106,305,1306,46,15,79477
"Kimble County, TX",178.5315778,0,0,1,7,23,44,2,0,4481
"Sevier County, AR",178.50973169999997,0,4,1,26,123,273,15,1,17366
"McIntosh County, GA",178.4821875,1,0,4,20,146,231,23,0,14007
"Alamosa County, CO",178.4285978,0,3,3,22,52,226,15,3,16253
"Gage County, NE",178.37541159999998,0,9,2,28,138,448,15,1,21864
"Webster County, MO",178.2482312,4,1,3,57,227,467,51,12,36466
"Douglas County, MO",177.5804661,0,1,1,22,59,151,11,5,13515
"Barbour County, AL",177.2787709,0,4,8,36,90,362,21,0,27076
"Henrico County, VA",177.0183704,14,21,226,303,1176,6322,384,57,318611
"Unicoi County, TN",176.9715739,0,0,1,31,59,323,23,3,18082
"Montrose County, CO",176.8476899,2,4,3,63,203,680,47,5,40713
"Shelby County, AL",176.8047801,8,38,63,252,820,3110,203,8,204180
"Monmouth County, NJ",176.59988059999998,11,86,366,649,2556,9202,352,41,629672
"Staunton city, VA",176.5913758,0,8,11,24,61,464,9,5,24350
"Rutland County, VT",176.5035796,2,9,18,78,582,1573,52,14,60622
"Cass County, IA",176.4965436,0,1,0,23,83,115,10,3,13598
"Delaware County, OK",176.42651709999998,1,5,0,67,165,441,48,4,41377
"La Salle County, TX",176.41471030000002,0,0,1,12,13,29,1,3,7369
"Neshoba County, MS",176.22936930000003,0,4,11,37,144,164,11,0,29507
"Henderson County, NC",176.1913456,6,28,30,129,788,1601,161,3,109540
"Comanche County, TX",176.1726492,0,2,1,21,75,205,10,1,13623
"Taliaferro County, GA",176.1597181,0,0,0,3,24,28,6,0,1703
"Montgomery County, KY",176.14032509999998,0,6,19,22,363,620,45,3,27251
"Fulton County, IL",176.0854014,0,14,5,45,148,452,16,2,36346
"Davie County, NC",175.67502530000002,1,8,11,53,308,620,33,3,41554
"Fayette County, IA",175.5926251,0,2,0,34,65,131,16,13,20502
"Coleman County, TX",175.5823481,0,0,2,13,135,129,9,1,8543
"Dallas County, MO",175.38554580000002,0,7,0,22,118,254,13,0,16535
"Audrain County, MO",175.3633919,0,6,4,35,105,370,9,5,25661
"Washington County, MO",174.7973939,1,2,2,39,142,396,44,6,25172
"Noble County, OK",174.7335314,0,4,0,16,52,120,13,3,11446
"Grand Traverse County, MI",174.4696456,0,64,9,84,227,859,43,5,89987
"Kosciusko County, IN",174.4417224,2,10,6,119,179,983,50,7,77963
"Eaton County, MI",174.43792230000003,1,44,36,109,411,1495,63,18,108348
"Hopkins County, TX",174.3286939,0,4,3,55,104,231,22,1,35565
"Palo Alto County, IA",174.1970604,0,1,0,15,53,39,7,2,9185
"Guernsey County, OH",174.0841659,3,9,16,41,286,544,33,4,39636
"Wheeler County, TX",173.882803,0,1,0,9,14,55,1,2,5751
"Millard County, UT",173.748223,0,4,0,18,52,198,9,0,12662
"Oneida County, WI",173.7229959,0,6,0,56,148,545,19,1,35689
"Columbia County, WA",173.61111110000002,1,2,0,4,47,116,2,0,4032
"Christian County, MO",173.05529119999997,0,8,9,123,312,999,75,1,80899
"Bulloch County, GA",172.71884740000002,4,23,61,35,514,1735,91,2,71214
"Iowa County, WI",172.638848,0,8,2,31,62,184,14,1,23749
"Towner County, ND",172.63703059999997,0,1,0,3,10,26,4,0,2317
"Hall County, GA",172.57450269999998,7,36,96,185,923,3078,324,22,187745
"Wise County, VA",172.4605189,4,12,12,42,235,603,37,7,40589
"Fayette County, IL",172.25747959999998,0,10,0,28,91,249,9,1,22060
"Jersey County, IL",172.2538757,0,15,0,24,80,322,6,2,22641
"Kandiyohi County, MN",172.1292148,0,24,8,41,156,742,39,5,42410
"Deaf Smith County, TX",172.08113889999998,0,1,6,26,98,260,25,6,19177
"Montgomery County, PA",171.7185146,11,108,509,767,2325,12120,494,99,812376
"White County, IN",171.66680290000002,3,1,6,32,36,218,24,2,24466
"Ottawa County, MI",171.6165324,2,160,38,268,1169,3857,104,35,272701
"Caldwell County, KY",171.56671609999998,0,5,3,13,113,136,18,3,12823
"Eagle County, CO",171.5592833,2,18,4,66,116,704,18,11,52460
"Washita County, OK",171.2622024,0,3,0,17,55,81,21,1,11678
"Burnet County, TX",171.1430071,0,15,8,52,213,585,45,3,43823
"Newport County, RI",171.1227351,1,14,20,106,452,1544,68,21,82397
"Huntingdon County, PA",170.7007485,1,27,2,48,149,377,17,4,45694
"Charlotte County, VA",170.6623324,1,4,3,13,48,85,1,2,12305
"Harper County, KS",170.6484642,0,1,0,9,21,86,8,2,5860
"Monroe County, WV",170.58518130000002,0,2,3,18,39,93,8,0,13483
"Costilla County, CO",170.5514497,0,0,0,6,8,1,4,0,3518
"La Crosse County, WI",170.5037142,4,27,43,125,650,2437,77,3,116713
"Montgomery County, TX",170.4942731,12,49,221,569,2349,6227,681,17,499137
"Stutsman County, ND",170.4545455,0,15,0,21,91,349,33,4,21120
"Beaver County, UT",170.30500080000002,0,0,0,11,12,22,3,0,6459
"Emmet County, IA",170.0680272,0,2,1,14,49,84,3,0,9996
"Brown County, KS",170.05101530000002,1,5,0,11,43,150,9,2,9997
"Sheboygan County, WI",169.6803049,5,25,23,142,408,1964,80,9,114922
"Prairie County, MT",169.6352841,0,0,0,2,0,4,2,0,1179
"Halifax County, VA",169.4867377,0,4,11,45,242,656,38,4,35401
"Martin County, TX",169.4277108,0,1,0,8,14,45,2,1,5312
"Carter County, TN",169.1722767,4,5,7,81,435,994,83,5,57338
"Perry County, IL",169.05012109999998,0,5,0,32,62,119,11,3,21887
"Daviess County, KY",169.01179009999998,1,44,50,72,669,2369,156,19,98218
"Boulder County, CO",169.0060894,0,66,97,361,1106,5226,291,106,310048
"Lincoln County, MO",168.956554,0,1,7,83,172,552,36,4,53860
"Olmsted County, MN",168.8713763,3,74,55,120,644,2344,119,19,149226
"Columbia County, NY",168.6936684,0,15,18,72,262,1039,12,13,62243
"Lavaca County, TX",168.5307186,0,2,1,30,130,199,17,1,19581
"Washington County, UT",168.47090659999998,3,44,30,172,516,2162,134,9,147800
"Randolph County, MO",168.40417,0,3,8,31,122,558,25,8,24940
"Bartholomew County, IN",168.36920600000002,1,18,25,90,382,2138,234,5,79587
"Kennebec County, ME",168.3668416,3,56,44,101,849,2654,106,27,121164
"Kenai Peninsula Borough, AK",167.9878209,0,3,4,89,61,693,26,3,57147
"Tazewell County, VA",167.7890393,2,14,7,51,288,924,40,10,44103
"Pocahontas County, IA",167.73832819999998,0,4,0,8,23,50,1,0,7154
"Stanley County, SD",167.72895,0,2,0,3,18,15,0,0,2981
"Will County, IL",167.6847351,21,108,249,767,2416,8545,430,140,682829
"Phillips County, MT",167.5041876,0,0,0,7,3,68,6,0,4179
"Virginia Beach city, VA",167.4548864,21,57,327,346,1574,9717,487,124,448479
"Duchesne County, UT",167.4217057,0,6,0,28,96,432,28,4,20308
"Forrest County, MS",167.40419680000002,4,17,67,41,486,2087,101,5,77059
"Grainger County, TN",167.3861334,0,5,2,31,105,340,28,1,22702
"Oscoda County, MI",167.08437759999998,1,1,0,12,86,143,10,0,8379
"Orange County, IN",166.8942497,0,0,2,32,60,6,2,0,19773
"Medina County, TX",166.67018290000001,1,17,4,57,134,425,25,2,47399
"Stark County, ND",166.59577480000002,0,0,3,44,29,416,31,1,28212
"Middlesex County, NJ",166.36124880000003,13,75,585,706,3156,9894,772,70,828919
"Baylor County, TX",166.0210293,0,0,0,6,11,38,2,1,3614
"Lancaster County, PA",165.9743202,15,113,331,420,1723,8235,347,49,529600
"Tuscola County, MI",165.85887250000002,0,21,2,67,227,558,33,3,54263
"Karnes County, TX",165.7715006,2,1,1,21,98,281,21,2,15081
"Boyd County, KY",165.6916091,1,10,33,37,374,1167,63,6,48886
"Plaquemines Parish, LA",165.6050955,0,2,3,34,124,312,4,0,23550
"Randolph County, NC",165.5245937,9,30,52,145,1210,3391,163,24,142577
"Coweta County, GA",165.1899685,2,14,54,150,609,1937,145,9,133180
"Atchison County, MO",165.1679207,0,1,0,8,15,33,1,1,5449
"Northampton County, VA",164.9484536,0,4,7,9,76,158,18,0,12125
"Nottoway County, VA",164.8386483,2,4,5,15,54,228,15,2,15773
"Lyon County, MN",164.7898929,0,14,0,28,138,290,12,4,25487
"Perry County, PA",164.6108599,0,8,9,58,174,501,25,14,45562
"Alexandria city, VA",164.5488005,0,9,139,97,284,2424,326,8,148892
"LaPorte County, IN",164.44855819999998,3,22,72,86,827,2672,146,23,111281
"Carroll County, MO",164.34754030000002,2,2,0,11,25,88,8,2,9127
"McClain County, OK",164.3340363,0,5,10,45,322,710,103,5,36511
"Lake County, CO",164.2485628,0,2,1,9,12,52,2,0,7306
"Acadia Parish, LA",163.97659309999997,4,4,20,74,162,401,54,0,62204
"Marquette County, MI",163.9586411,2,38,2,69,188,1173,45,6,67700
"Seneca County, NY",163.8001638,0,5,3,50,119,662,11,2,35409
"Madison County, KY",163.57051059999998,1,23,60,55,833,2063,114,12,85590
"Franklin County, GA",163.5694489,0,4,6,26,133,361,26,0,22009
"Langlade County, WI",163.4738186,0,0,0,32,174,604,35,0,19575
"Jessamine County, KY",163.4345166,2,19,30,31,536,1195,49,5,50173
"Fremont County, WY",163.422606,2,21,3,41,127,859,39,3,40998
"Miller County, MO",163.39869280000002,0,4,1,36,190,414,16,3,25092
"Chattooga County, GA",163.0996897,0,1,0,40,144,335,15,0,25138
"Texas County, OK",163.03609440000002,0,6,6,24,77,312,22,7,22081
"Kane County, IL",162.89724109999997,6,138,189,520,1601,6110,238,77,523643
"Bryan County, GA",162.8615375,0,5,8,41,122,451,29,0,33157
"Appling County, GA",162.68980480000002,1,3,3,23,147,438,13,0,18440
"Oswego County, NY",162.5882062,0,32,26,139,774,2163,101,18,121165
"Montgomery County, IN",162.4014459,1,7,6,47,275,672,43,0,38177
"McDowell County, NC",162.3629368,0,6,9,58,488,821,63,5,44961
"Chester County, PA",162.32619119999998,14,114,174,525,1423,5972,258,38,509468
"Johnson County, WY",162.26240149999998,1,1,0,12,13,141,3,2,8628
"Searcy County, AR",162.03415180000002,1,1,0,11,19,14,3,1,8023
"Dubuque County, IA",161.9695497,2,23,23,107,748,1282,74,34,95697
"Shelby County, MO",161.8908855,0,4,0,6,12,23,4,0,6177
"Gem County, ID",161.8122977,0,5,0,22,41,70,4,3,16686
"Okfuskee County, OK",161.5900461,1,0,0,19,126,213,22,6,12377
"Denton County, TX",161.49857509999998,10,156,331,680,3084,10732,972,79,728799
"Atascosa County, TX",161.3827957,3,3,8,62,372,837,50,1,47093
"Outagamie County, WI",161.3573983,1,34,31,225,419,2495,65,8,180345
"Oktibbeha County, MS",161.0831311,6,7,17,50,344,1094,38,4,49043
"Buchanan County, VA",161.03742,1,2,4,31,117,327,26,6,23597
"Jasper County, IA",161.0218062,1,2,1,55,198,520,40,6,36641
"Baraga County, MI",161.0120759,0,0,0,14,16,29,1,0,8695
"Beckham County, OK",160.76490249999998,1,3,1,33,125,328,37,3,23637
"Daviess County, IN",160.4591601,0,2,2,48,215,469,39,1,32407
"Nassau County, FL",159.8203672,1,4,21,95,412,926,72,12,75710
"Crow Wing County, MN",159.7899,1,30,4,66,313,1418,45,4,63208
"Caldwell County, NC",159.7755824,2,9,32,88,830,1931,132,24,81990
"Eau Claire County, WI",159.7034642,4,31,18,109,445,1636,50,5,101438
"Delaware County, IA",159.6897456,2,2,1,23,26,76,5,1,17534
"Roanoke County, VA",159.3173945,2,21,14,112,317,1160,54,1,93524
"Fairfield County, OH",159.20250959999998,4,47,108,79,951,3178,142,57,148867
"Ritchie County, WV",158.8404646,0,3,1,12,30,65,14,2,10073
"Summit County, UT",158.49919450000002,0,8,8,45,89,828,34,1,38486
"Gloucester County, NJ",158.4758755,7,27,172,254,1768,5565,288,24,290265
"Lapeer County, MI",158.39075,0,44,6,90,273,836,44,5,88389
"Dade County, MO",158.3531275,0,0,0,12,42,19,7,3,7578
"Jackson County, IA",158.2682391,0,9,1,21,111,167,12,2,19587
"Piatt County, IL",158.2182194,0,8,1,17,66,79,5,3,16433
"Ontonagon County, MI",158.1777918,0,4,0,6,22,38,3,1,6322
"Steuben County, NY",158.13482009999998,0,40,15,101,348,1272,54,4,98650
"Buckingham County, VA",157.5630252,0,4,4,19,210,167,24,1,17136
"Alger County, MI",157.52993069999997,1,1,1,12,32,62,4,1,9522
"Valley County, MT",157.2739187,0,4,0,8,9,47,10,0,7630
"Washington County, OR",157.11824950000002,10,163,219,480,1652,8171,567,82,554996
"Chippewa County, MN",157.1156868,1,1,0,17,12,125,2,2,12093
"Borden County, TX",156.9858713,0,0,0,1,3,2,1,0,637
"Ferry County, WA",156.94480769999998,0,1,0,11,15,33,1,1,7646
"Lincoln County, WI",156.88188540000002,0,6,0,39,170,345,18,5,28684
"Chelan County, WA",156.826693,1,16,17,82,466,1473,81,3,73967
"Madison County, GA",156.8236091,0,3,7,34,193,512,46,6,28057
"Foard County, TX",156.61707130000002,0,0,0,2,1,0,0,0,1277
"Bleckley County, GA",156.60480780000003,0,4,5,11,105,260,6,1,12771
"Mifflin County, PA",156.5985928,0,10,4,59,138,835,22,3,46616
"Long County, GA",156.400385,1,12,3,10,154,130,19,1,16624
"Iron County, MI",156.30427230000004,0,6,0,12,65,119,22,0,11516
"Fayette County, OH",156.25,0,6,16,23,365,843,30,5,28800
"Trinity County, CA",156.1570494,4,3,1,13,81,82,24,0,13448
"Liberty County, FL",155.70727030000003,1,1,0,11,22,31,0,0,8349
"Barry County, MI",155.6762611,0,26,2,64,172,533,29,5,59097
"Greenwood County, KS",155.66625159999998,1,1,0,8,31,41,1,0,6424
"Bolivar County, MS",155.65802230000003,0,4,30,19,141,712,25,2,34049
"Chatham County, NC",155.6490115,1,10,18,75,504,739,41,8,66817
"Westmoreland County, PA",155.6132514,6,74,118,366,1000,4093,192,63,362437
"Fisher County, TX",155.60165980000002,0,0,0,6,34,30,2,0,3856
"Bennington County, VT",155.4870564,0,5,4,48,277,651,35,3,36659
"West Feliciana Parish, LA",155.4001554,0,7,2,15,38,154,0,1,15444
"Pitkin County, CO",155.3599171,0,6,1,20,26,368,6,2,17379
"Nez Perce County, ID",155.3300764,0,9,10,43,324,1016,63,2,39915
"Rutherford County, NC",155.3258857,1,5,14,84,863,1127,100,14,66956
"Rockland County, NY",155.1870815,2,28,144,324,540,3145,127,18,320903
"Arenac County, MI",154.9686834,0,7,2,15,74,149,14,4,15487
"Talbot County, GA",154.8946716,1,0,3,6,29,76,6,0,6456
"Meagher County, MT",154.8786784,0,0,0,3,2,19,1,0,1937
"Summers County, WV",154.8330015,0,1,4,16,102,171,5,0,13563
"Genesee County, NY",154.74148080000003,0,12,8,72,266,1059,32,16,59454
"Ulster County, NY",154.69784199999998,1,31,38,209,731,2865,77,24,180998
"Johnston County, OK",154.6860783,1,1,0,15,17,46,4,1,10990
"Prowers County, CO",154.5846554,0,0,2,17,61,245,12,0,12291
"Rawlins County, KS",154.4998069,0,1,1,2,8,22,4,0,2589
"Hall County, TX",154.3686323,0,0,0,5,17,25,5,0,3239
"Haines Borough, AK",154.3209877,0,0,0,4,2,25,1,0,2592
"Grady County, GA",154.2843579,0,7,5,27,130,346,20,0,25278
"Antrim County, MI",154.04364569999998,0,14,0,22,95,279,28,1,23370
"Dixon County, NE",153.8198599,0,3,0,6,26,58,2,3,5851
"Monona County, IA",153.49194169999998,0,3,2,9,24,87,8,1,9121
"Hardin County, TX",153.38253600000002,3,7,12,63,192,625,90,5,55417
"Twiggs County, GA",153.28381090000002,0,0,4,9,59,101,6,1,8481
"Clarion County, PA",153.2371345,2,28,3,27,137,486,24,6,39155
"Houston County, TX",152.76504740000001,1,0,1,33,131,237,26,2,22911
"Delta County, TX",152.7300496,0,0,1,7,66,52,10,2,5238
"Rio Grande County, CO",152.50360080000002,2,1,5,10,72,156,3,1,11803
"Oceana County, MI",152.40998290000002,3,16,3,18,149,361,14,1,26245
"Moniteau County, MO",152.40030480000001,0,3,6,15,63,134,12,1,15748
"Bertie County, NC",152.37907980000003,0,2,8,21,120,229,11,3,20344
"Santa Rosa County, FL",152.08322990000002,0,25,27,193,597,1549,100,7,161096
"Limestone County, AL",151.9500253,4,2,25,104,398,1146,56,0,88845
"Orange County, NC",151.76128590000002,5,16,60,132,1056,2343,140,11,140352
